MOFName,1,2,3,4
mof_unit_pretest_1,0.36768245697021484,0.36768245697021484,0.2525019347667694,0.2525019347667694
mof_unit_pretest_2,-0.24527089297771454,0.36768245697021484,-0.186864972114563,0.2525019347667694
mof_unit_pretest_3,-0.04597878083586693,-0.016140976920723915,0.28769782185554504,0.00451088510453701
mof_unit_pretest_4,0.4799885153770447,-0.016140976920723915,-0.3693664073944092,0.00451088510453701
mof_unit_pretest_5,0.37658417224884033,0.2634733319282532,-0.07971920073032379,0.4522854685783386
mof_unit_pretest_6,-0.11213474720716476,0.150532528758049,-0.09672962129116058,0.047682758420705795
mof_unit_pretest_7,0.37658417224884033,0.2634733319282532,-0.07971920073032379,0.4522854685783386
mof_unit_pretest_8,-0.37235793471336365,-0.2175360471010208,-0.04754272848367691,0.3269317150115967
mof_unit_pretest_9,-0.37235793471336365,0.3296884596347809,-0.04754272848367691,0.4425395131111145
mof_unit_pretest_10,0.2634733319282532,-0.016140976920723915,0.4522854685783386,0.00451088510453701
mof_unit_pretest_11,0.40697798132896423,0.32581233978271484,-0.2973637580871582,-0.17217916250228882
mof_unit_pretest_12,0.36768245697021484,-0.016140976920723915,0.2525019347667694,0.00451088510453701
mof_unit_pretest_13,-0.23682111501693726,0.4799885153770447,-0.08986315876245499,-0.3693664073944092
mof_unit_pretest_14,0.2634733319282532,0.3296884596347809,0.4522854685783386,0.4425395131111145
mof_unit_pretest_15,-0.24527089297771454,-0.24527089297771454,-0.186864972114563,-0.186864972114563
mof_unit_pretest_16,0.37658417224884033,0.37658417224884033,-0.07971920073032379,-0.07971920073032379
mof_unit_pretest_17,-0.2175360471010208,-0.40983179211616516,0.3269317150115967,-0.47551995515823364
mof_unit_pretest_18,0.40697798132896423,-0.24527089297771454,-0.2973637580871582,-0.186864972114563
mof_unit_pretest_19,0.4799885153770447,-0.24527089297771454,-0.3693664073944092,-0.186864972114563
mof_unit_pretest_20,-0.04597878083586693,-0.016140976920723915,0.28769782185554504,0.00451088510453701
mof_unit_pretest_21,-0.45726701617240906,-0.45726701617240906,-0.3619528114795685,-0.3619528114795685
mof_unit_pretest_22,-0.11213474720716476,-0.2175360471010208,-0.09672962129116058,0.3269317150115967
mof_unit_pretest_23,-0.45726701617240906,0.36768245697021484,-0.3619528114795685,0.2525019347667694
mof_unit_pretest_24,-0.40983179211616516,-0.40983179211616516,-0.47551995515823364,-0.47551995515823364
mof_unit_pretest_25,-0.04597878083586693,0.40697798132896423,0.28769782185554504,-0.2973637580871582
mof_unit_pretest_26,0.3419409692287445,0.3419409692287445,0.03627823293209076,0.03627823293209076
mof_unit_pretest_27,0.2634733319282532,0.2634733319282532,0.4522854685783386,0.4522854685783386
mof_unit_pretest_28,0.3296884596347809,0.3296884596347809,0.4425395131111145,0.4425395131111145
mof_unit_pretest_29,-0.2175360471010208,-0.24527089297771454,0.3269317150115967,-0.186864972114563
mof_unit_pretest_30,-0.36988916993141174,-0.11213474720716476,-0.19770412147045135,-0.09672962129116058
mof_unit_pretest_31,-0.40983179211616516,-0.40983179211616516,-0.47551995515823364,-0.47551995515823364
mof_unit_pretest_32,0.150532528758049,-0.23682111501693726,0.047682758420705795,-0.08986315876245499
mof_unit_pretest_33,-0.36988916993141174,0.32581233978271484,-0.19770412147045135,-0.17217916250228882
mof_unit_pretest_34,-0.23682111501693726,-0.11213474720716476,-0.08986315876245499,-0.09672962129116058
mof_unit_pretest_35,-0.016140976920723915,-0.40983179211616516,0.00451088510453701,-0.47551995515823364
mof_unit_pretest_36,-0.24527089297771454,0.3296884596347809,-0.186864972114563,0.4425395131111145
mof_unit_pretest_37,-0.2175360471010208,-0.016140976920723915,0.3269317150115967,0.00451088510453701
mof_unit_pretest_38,-0.2175360471010208,0.3419409692287445,0.3269317150115967,0.03627823293209076
mof_unit_pretest_39,0.36768245697021484,-0.11213474720716476,0.2525019347667694,-0.09672962129116058
mof_unit_pretest_40,0.36768245697021484,0.3419409692287445,0.2525019347667694,0.03627823293209076
mof_unit_pretest_41,0.32581233978271484,0.37658417224884033,-0.17217916250228882,-0.07971920073032379
mof_unit_pretest_42,-0.016140976920723915,-0.016140976920723915,0.00451088510453701,0.00451088510453701
mof_unit_pretest_43,0.36768245697021484,0.36768245697021484,0.2525019347667694,0.2525019347667694
mof_unit_pretest_44,0.4799885153770447,0.3296884596347809,-0.3693664073944092,0.4425395131111145
mof_unit_pretest_45,-0.24527089297771454,-0.23682111501693726,-0.186864972114563,-0.08986315876245499
mof_unit_pretest_46,0.3296884596347809,-0.45726701617240906,0.4425395131111145,-0.3619528114795685
mof_unit_pretest_47,0.3296884596347809,0.3296884596347809,0.4425395131111145,0.4425395131111145
mof_unit_pretest_48,0.007577620446681976,0.007577620446681976,-0.23846283555030823,-0.23846283555030823
mof_unit_pretest_49,0.3296884596347809,-0.24527089297771454,0.4425395131111145,-0.186864972114563
mof_unit_pretest_50,0.4799885153770447,0.4799885153770447,-0.3693664073944092,-0.3693664073944092
mof_unit_pretest_51,-0.37235793471336365,0.36768245697021484,-0.04754272848367691,0.2525019347667694
mof_unit_pretest_52,-0.04597878083586693,-0.04597878083586693,0.28769782185554504,0.28769782185554504
mof_unit_pretest_53,-0.40983179211616516,0.32581233978271484,-0.47551995515823364,-0.17217916250228882
mof_unit_pretest_54,0.3419409692287445,0.3419409692287445,0.03627823293209076,0.03627823293209076
mof_unit_pretest_55,0.36768245697021484,0.3296884596347809,0.2525019347667694,0.4425395131111145
mof_unit_pretest_56,-0.45726701617240906,-0.45726701617240906,-0.3619528114795685,-0.3619528114795685
mof_unit_pretest_57,0.2634733319282532,-0.24527089297771454,0.4522854685783386,-0.186864972114563
mof_unit_pretest_58,0.3296884596347809,0.2634733319282532,0.4425395131111145,0.4522854685783386
mof_unit_pretest_59,0.007577620446681976,-0.2175360471010208,-0.23846283555030823,0.3269317150115967
mof_unit_pretest_60,0.3419409692287445,0.32581233978271484,0.03627823293209076,-0.17217916250228882
mof_unit_pretest_61,0.40697798132896423,0.2634733319282532,-0.2973637580871582,0.4522854685783386
mof_unit_pretest_62,0.37658417224884033,0.32581233978271484,-0.07971920073032379,-0.17217916250228882
mof_unit_pretest_63,0.3419409692287445,-0.37235793471336365,0.03627823293209076,-0.04754272848367691
mof_unit_pretest_64,0.3296884596347809,-0.45726701617240906,0.4425395131111145,-0.3619528114795685
mof_unit_pretest_65,-0.40983179211616516,0.150532528758049,-0.47551995515823364,0.047682758420705795
mof_unit_pretest_66,-0.37235793471336365,-0.11213474720716476,-0.04754272848367691,-0.09672962129116058
mof_unit_pretest_67,0.2634733319282532,0.2634733319282532,0.4522854685783386,0.4522854685783386
mof_unit_pretest_68,0.36768245697021484,-0.36988916993141174,0.2525019347667694,-0.19770412147045135
mof_unit_pretest_69,-0.24527089297771454,0.36768245697021484,-0.186864972114563,0.2525019347667694
mof_unit_pretest_70,-0.36988916993141174,0.32581233978271484,-0.19770412147045135,-0.17217916250228882
mof_unit_pretest_71,-0.40983179211616516,-0.2175360471010208,-0.47551995515823364,0.3269317150115967
mof_unit_pretest_72,-0.2175360471010208,-0.2175360471010208,0.3269317150115967,0.3269317150115967
mof_unit_pretest_73,-0.45726701617240906,-0.04597878083586693,-0.3619528114795685,0.28769782185554504
mof_unit_pretest_74,-0.40983179211616516,0.007577620446681976,-0.47551995515823364,-0.23846283555030823
mof_unit_pretest_75,-0.04597878083586693,-0.04597878083586693,0.28769782185554504,0.28769782185554504
mof_unit_pretest_76,0.3296884596347809,0.36768245697021484,0.4425395131111145,0.2525019347667694
mof_unit_pretest_77,0.150532528758049,0.150532528758049,0.047682758420705795,0.047682758420705795
mof_unit_pretest_78,-0.40983179211616516,0.36768245697021484,-0.47551995515823364,0.2525019347667694
mof_unit_pretest_79,-0.24527089297771454,-0.016140976920723915,-0.186864972114563,0.00451088510453701
mof_unit_pretest_80,0.3419409692287445,-0.2175360471010208,0.03627823293209076,0.3269317150115967
